Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0654,6.62502,6.62502
0.0787,7.97231,7.97231
0.0922,9.33986,9.33986
0.1188,12.03444,12.03444
0.1327,13.44251,13.44251
