Initial Pressure (kPa),Initial Pressure (kPa)
24.23096,24.23096
23.33952,23.33952
20.20935,20.20935
17.37295,17.37295
10.7378,10.7378
7.20243,7.20243
7.38477,7.38477
5.1663,5.1663
4.80162,4.80162
4.81175,4.81175
