Equivalence Ratio,Equivalence Ratio
0.755975,0.755975
0.853929,0.853929
1.00393,1.00393
1.00284,1.00284
1.09342,1.09342
1.20426,1.20426
1.20494,1.20494
1.28199,1.28199
1.28267,1.28267
1.27969,1.27969
1.33552,1.33552
