Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0415,4.20395,4.20395
0.0524,5.30812,5.30812
0.0665,6.73645,6.73645
0.0993,10.05909,10.05909
0.1339,13.56407,13.56407
0.134,13.5742,13.5742
0.1622,16.43086,16.43086
0.1625,16.46125,16.46125
0.1128,11.42664,11.42664
