Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0945,9.57285,9.57285
0.1313,13.30069,13.30069
0.1997,20.22961,20.22961
0.2611,26.44943,26.44943
0.3269,33.11497,33.11497
0.3269,33.11497,33.11497
0.3923,39.73999,39.73999
