Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.151,15.2963,15.2963
0.151,15.2963,15.2963
0.2017,20.43221,20.43221
0.2004,20.30052,20.30052
0.2996,30.34948,30.34948
0.2996,30.34948,30.34948
0.4119,41.72547,41.72547
0.4119,41.72547,41.72547
0.5012,50.77156,50.77156
0.6001,60.79013,60.79013
