Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0204,2.06652,2.06652
0.0202,2.04626,2.04626
0.0265,2.68445,2.68445
0.0266,2.69458,2.69458
0.0392,3.97096,3.97096
0.0532,5.38916,5.38916
0.0533,5.39929,5.39929
0.0634,6.42242,6.42242
0.1049,10.62637,10.62637
