Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.801,81.1413,81.1413
0.8036,81.40468,81.40468
0.8062,81.66806,81.66806
0.6437,65.20681,65.20681
0.5009,50.74117,50.74117
0.2509,25.41617,25.41617
0.2517,25.49721,25.49721
0.2533,25.65929,25.65929
0.2517,25.49721,25.49721
0.2009,20.35117,20.35117
0.2009,20.35117,20.35117
