Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.2497,25.29461,25.29461
0.1998,20.23974,20.23974
0.1328,13.45264,13.45264
0.1184,11.99392,11.99392
0.1049,10.62637,10.62637
0.0923,9.34999,9.34999
0.0787,7.97231,7.97231
