Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.03989,4.04185,4.04185
0.064718,6.55755,6.55755
0.090914,9.21186,9.21186
0.10571,10.7111,10.7111
0.12869,13.0395,13.0395
