Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.085,8.6105,8.6105
0.1,10.13,10.13
0.11,11.143,11.143
0.125,12.6625,12.6625
0.143,14.4859,14.4859
0.149,15.0937,15.0937
0.155,15.7015,15.7015
0.161,16.3093,16.3093
0.192,19.4496,19.4496
0.195,19.7535,19.7535
0.21,21.273,21.273
0.225,22.7925,22.7925
0.258,26.1354,26.1354
0.269,27.2497,27.2497
0.32,32.416,32.416
0.384,38.8992,38.8992
