Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.44808,45.3905,45.3905
0.25776,26.11109,26.11109
0.25749,26.08374,26.08374
0.12981,13.14975,13.14975
0.16259,16.47037,16.47037
0.1099,11.13287,11.13287
0.083276,8.435859,8.435859
