Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.039254,3.97643,3.97643
0.052773,5.345905,5.345905
0.065814,6.666958,6.666958
0.079059,8.008677,8.008677
0.097831,9.91028,9.91028
0.13131,13.3017,13.3017
0.16143,16.35286,16.35286
0.16159,16.36907,16.36907
0.22742,23.03765,23.03765
0.32389,32.81006,32.81006
0.32711,33.13624,33.13624
