Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.33,33.429,33.429
0.2993,30.31909,30.31909
0.2649,26.83437,26.83437
0.2265,22.94445,22.94445
0.1959,19.84467,19.84467
0.1958,19.83454,19.83454
0.1334,13.51342,13.51342
0.1349,13.66537,13.66537
0.1036,10.49468,10.49468
0.1009,10.22117,10.22117
0.0718,7.27334,7.27334
0.0396,4.01148,4.01148
