Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.1327,13.44251,13.44251
0.1047,10.60611,10.60611
0.093,9.4209,9.4209
0.093,9.4209,9.4209
0.079,8.0027,8.0027
0.0784,7.94192,7.94192
0.0596,6.03748,6.03748
0.0529,5.35877,5.35877
0.0529,5.35877,5.35877
0.0491,4.97383,4.97383
0.0463,4.69019,4.69019
0.0393,3.98109,3.98109
