Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.118171,11.973677,11.973677
0.1312,13.29384,13.29384
0.183969,18.640659,18.640659
0.258992,26.242364,26.242364
0.331619,33.601295,33.601295
