Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.1111,11.25443,11.25443
0.1126,11.40638,11.40638
0.1194,12.09522,12.09522
0.1364,13.81732,13.81732
0.1349,13.66537,13.66537
0.1352,13.69576,13.69576
0.1681,17.02853,17.02853
0.1966,19.91558,19.91558
0.1969,19.94597,19.94597
0.266,26.9458,26.9458
0.2664,26.98632,26.98632
0.3314,33.57082,33.57082
0.3974,40.25662,40.25662
0.4599,46.58787,46.58787
0.5378,54.47914,54.47914
0.6146,62.25898,62.25898
0.6691,67.77983,67.77983
