Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.2517,25.49721,25.49721
0.3023,30.62299,30.62299
0.3004,30.43052,30.43052
0.4012,40.64156,40.64156
0.5025,50.90325,50.90325
0.6416,64.99408,64.99408
0.6457,65.40941,65.40941
0.8036,81.40468,81.40468
1.0,101.3,101.3
1.0,101.3,101.3
