Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.06502,6.588,6.588
0.13338,13.515,13.515
0.19762,20.024,20.024
0.26344,26.693,26.693
0.38726,39.239,39.239
