Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0794,8.04322,8.04322
0.1,10.13,10.13
0.166,16.8158,16.8158
0.1993,20.18909,20.18909
0.2999,30.37987,30.37987
0.3956,40.07428,40.07428
0.5005,50.70065,50.70065
0.6067,61.45871,61.45871
0.9471,95.94123,95.94123
0.9516,96.39708,96.39708
