Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.12928,13.09606,13.09606
0.16257,16.46834,16.46834
0.19501,19.75451,19.75451
0.22748,23.04372,23.04372
0.25983,26.32078,26.32078
0.31293,31.69981,31.69981
0.39012,39.51916,39.51916
0.45989,46.58686,46.58686
