Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0667,6.75671,6.75671
0.0805,8.15465,8.15465
0.0922,9.33986,9.33986
0.1055,10.68715,10.68715
0.1206,12.21678,12.21678
0.1343,13.60459,13.60459
