Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.1346,13.63498,13.63498
0.1348,13.65524,13.65524
0.1349,13.66537,13.66537
0.2,20.26,20.26
0.2027,20.53351,20.53351
0.2692,27.26996,27.26996
0.2715,27.50295,27.50295
0.3295,33.37835,33.37835
0.3992,40.43896,40.43896
0.4677,47.37801,47.37801
0.5246,53.14198,53.14198
