Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.118105,11.966989,11.966989
0.131713,13.34582,13.34582
0.145215,14.71391,14.71391
0.198233,20.085959,20.085959
0.257828,26.124422,26.124422
0.330215,33.459035,33.459035
