Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.2956,29.94428,29.94428
0.3898,39.48674,39.48674
0.4181,42.35353,42.35353
0.4975,50.39675,50.39675
0.5947,60.24311,60.24311
0.9543,96.67059,96.67059
