Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.5041,51.06533,51.06533
0.5057,51.22741,51.22741
0.7066,71.57858,71.57858
0.7066,71.57858,71.57858
1.0,101.3,101.3
1.0,101.3,101.3
1.0,101.3,101.3
