Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.2026,20.52338,20.52338
0.2338,23.68394,23.68394
0.2537,25.69981,25.69981
0.2731,27.66503,27.66503
0.2976,30.14688,30.14688
0.2986,30.24818,30.24818
0.325,32.9225,32.9225
0.3617,36.64021,36.64021
0.398,40.3174,40.3174
