Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.0534,5.40942,5.40942
0.0657,6.65541,6.65541
0.0724,7.33412,7.33412
0.0783,7.93179,7.93179
0.0923,9.34999,9.34999
0.0981,9.93753,9.93753
0.1042,10.55546,10.55546
0.1177,11.92301,11.92301
0.1306,13.22978,13.22978
0.1306,13.22978,13.22978
0.152,15.3976,15.3976
0.1615,16.35995,16.35995
0.227,22.9951,22.9951
0.227,22.9951,22.9951
0.3038,30.77494,30.77494
0.2948,29.86324,29.86324
0.327,33.1251,33.1251
