Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
6.0779,615.6913,615.6913
5.9119,598.8755,598.8755
4.0015,405.352,405.352
3.4763,352.1492,352.1492
3.0188,305.8044,305.8044
3.0248,306.4122,306.4122
2.0435,207.0066,207.0066
1.5468,156.6908,156.6908
1.503,152.2539,152.2539
1.0,101.3,101.3
1.0,101.3,101.3
0.8004,81.08052,81.08052
0.5964,60.41532,60.41532
0.4039,40.91507,40.91507
0.37,37.481,37.481
