Initial Pressure (atm),Initial Pressure (kPa),Initial Pressure (kPa)
0.7988,80.91844,80.91844
0.7987,80.90831,80.90831
0.4994,50.58922,50.58922
0.4994,50.58922,50.58922
0.4013,40.65169,40.65169
0.4013,40.65169,40.65169
0.3014,30.53182,30.53182
0.3014,30.53182,30.53182
0.2009,20.35117,20.35117
0.2016,20.42208,20.42208
0.2023,20.49299,20.49299
